timestamp,location,zone,latitude,longitude,pm25,pm10,no2,so2,co,o3,aqi,aqi_category,health_impact_score,temperature,humidity,wind_speed
2025-09-25T06:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,75.4,148.7,61.6,18.1,1.45,25.9,315.0,Hazardous,1,27.6,84.3,6.9
2025-09-25T07:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,111.6,211.0,100.1,26.3,1.63,35.9,465.0,Hazardous,1,33.0,80.7,9.6
2025-09-25T08:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,92.7,235.1,98.9,23.8,1.26,10.0,387.0,Hazardous,1,22.1,78.9,11.8
2025-09-25T09:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,34.0,144.8,68.5,20.5,0.88,55.3,145.0,Unhealthy for Sensitive Groups,4,33.1,66.0,11.2
2025-09-25T10:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,72.5,107.7,56.0,10.0,0.86,39.9,302.0,Hazardous,1,28.3,74.2,7.2
2025-09-25T11:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,56.3,158.1,80.6,19.0,0.5,27.0,235.0,Very Unhealthy,1,29.6,52.1,9.0
2025-09-25T12:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,51.2,171.6,65.5,19.6,0.82,46.6,214.0,Very Unhealthy,2,27.5,68.4,4.2
2025-09-25T13:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,53.2,124.5,53.3,15.4,0.95,10.1,222.0,Very Unhealthy,1,24.4,39.6,8.3
2025-09-25T14:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,63.0,163.5,80.9,19.6,1.39,27.8,263.0,Very Unhealthy,2,30.4,53.4,8.0
2025-09-25T15:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,82.7,171.2,105.9,23.3,1.13,16.9,345.0,Hazardous,1,28.7,47.1,5.5
2025-09-25T16:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,60.1,127.8,83.8,19.9,1.01,45.6,250.0,Very Unhealthy,1,29.7,71.8,9.3
2025-09-25T17:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,66.8,204.1,97.5,21.7,0.9,28.2,278.0,Very Unhealthy,1,37.7,65.3,5.1
2025-09-25T18:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,71.9,156.2,77.7,18.6,0.92,21.2,300.0,Very Unhealthy,1,34.8,37.6,2.2
2025-09-25T19:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,106.1,214.7,118.0,25.3,1.66,25.9,442.0,Hazardous,1,28.7,58.8,12.9
2025-09-25T20:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,80.5,148.1,93.0,20.0,1.06,29.0,336.0,Hazardous,1,28.1,81.6,6.2
2025-09-25T21:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,65.1,125.1,92.7,24.8,1.29,18.1,272.0,Very Unhealthy,2,23.1,69.1,11.9
2025-09-25T22:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,47.9,145.3,81.4,18.3,1.22,22.2,200.0,Unhealthy,2,22.1,54.0,14.0
2025-09-25T23:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,81.5,175.4,84.6,21.2,0.99,19.9,340.0,Hazardous,1,30.7,80.4,6.1
2025-09-26T00:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,45.7,138.4,58.0,14.1,0.98,59.5,191.0,Unhealthy,2,28.1,46.6,13.7
2025-09-26T01:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,55.6,102.6,42.3,13.0,0.76,44.8,232.0,Very Unhealthy,2,31.9,43.3,13.4
2025-09-26T02:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,53.7,129.6,59.4,14.9,0.64,34.0,224.0,Very Unhealthy,2,33.2,78.8,6.4
2025-09-26T03:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,52.6,105.0,54.8,15.5,1.07,26.3,219.0,Very Unhealthy,2,18.2,64.9,9.4
2025-09-26T04:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,65.0,120.6,55.3,14.8,0.69,21.9,271.0,Very Unhealthy,2,36.9,42.7,9.6
2025-09-26T05:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,47.1,107.0,66.1,14.5,0.81,42.5,196.0,Unhealthy,3,33.4,53.7,2.9
2025-09-26T06:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,51.9,118.5,64.8,13.9,0.51,23.3,216.0,Very Unhealthy,1,29.8,55.0,2.7
2025-09-26T07:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,74.8,159.2,96.3,22.3,0.91,10.1,312.0,Hazardous,1,32.8,57.6,4.9
2025-09-26T08:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,86.8,189.1,72.7,23.0,1.29,28.2,362.0,Hazardous,1,29.6,66.6,2.2
2025-09-26T09:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,86.8,177.1,115.1,23.4,1.37,20.9,362.0,Hazardous,1,22.2,79.9,4.7
2025-09-26T10:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,61.0,124.6,59.1,16.2,0.86,48.0,254.0,Very Unhealthy,2,28.7,59.1,8.5
2025-09-26T11:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,74.4,156.8,82.6,19.6,1.33,23.3,310.0,Hazardous,1,28.5,75.0,14.7
2025-09-26T12:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,76.9,187.5,71.0,21.7,1.22,11.3,321.0,Hazardous,1,29.9,52.0,9.4
2025-09-26T13:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,98.0,181.6,95.4,22.3,1.15,14.2,409.0,Hazardous,1,24.5,39.3,10.2
2025-09-26T14:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,79.9,178.9,85.1,20.7,0.72,38.0,333.0,Hazardous,1,34.5,53.2,2.4
2025-09-26T15:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,91.1,161.5,91.3,19.5,1.1,28.1,380.0,Hazardous,1,29.3,84.3,8.1
2025-09-26T16:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,83.9,90.5,71.5,19.0,0.52,28.4,350.0,Hazardous,1,30.9,56.1,3.7
2025-09-26T17:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,108.4,228.2,103.9,29.2,1.48,31.4,452.0,Hazardous,1,19.3,55.3,8.5
2025-09-26T18:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,90.0,200.7,97.3,28.2,1.48,40.2,375.0,Hazardous,1,29.5,76.9,7.3
2025-09-26T19:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,82.3,203.5,107.7,25.5,1.78,15.2,343.0,Hazardous,1,32.4,65.5,14.3
2025-09-26T20:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,62.9,172.4,75.2,21.3,1.3,27.3,262.0,Very Unhealthy,1,29.9,51.7,12.0
2025-09-26T21:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,60.8,122.6,78.1,15.2,0.43,30.0,253.0,Very Unhealthy,1,19.6,35.1,14.6
2025-09-26T22:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,53.0,111.6,64.6,17.6,0.59,35.6,221.0,Very Unhealthy,2,35.5,71.6,12.5
2025-09-26T23:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,82.7,168.0,78.1,14.3,1.26,29.6,345.0,Hazardous,1,21.6,63.4,13.9
2025-09-27T00:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,21.1,84.8,33.4,10.3,0.49,45.6,88.0,Moderate,7,28.4,67.2,10.5
2025-09-27T01:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,28.5,121.4,39.8,12.7,0.1,30.3,121.0,Unhealthy for Sensitive Groups,4,24.3,62.0,12.3
2025-09-27T02:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,45.0,82.9,27.6,11.2,0.77,43.9,188.0,Unhealthy,2,19.4,35.5,2.7
2025-09-27T03:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,32.5,62.6,21.7,10.2,0.26,43.0,135.0,Unhealthy for Sensitive Groups,4,26.4,71.9,5.1
2025-09-27T04:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,19.6,57.8,26.9,6.3,0.49,47.2,82.0,Moderate,6,25.8,41.2,14.4
2025-09-27T05:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,49.5,72.0,53.0,12.0,0.62,33.7,206.0,Very Unhealthy,1,31.0,65.4,8.7
2025-09-27T06:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,44.8,99.2,57.2,11.1,0.61,36.1,187.0,Unhealthy,2,22.3,60.9,9.8
2025-09-27T07:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,74.6,133.5,79.0,19.1,1.09,37.3,311.0,Hazardous,1,30.5,72.4,2.5
2025-09-27T08:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,82.9,199.3,77.1,19.7,1.1,23.1,346.0,Hazardous,1,35.0,36.8,6.3
2025-09-27T09:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,69.7,185.2,81.3,20.8,1.36,26.1,291.0,Very Unhealthy,2,31.7,38.8,13.1
2025-09-27T10:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,81.1,113.0,55.1,17.6,1.06,53.7,338.0,Hazardous,1,23.3,78.9,12.4
2025-09-27T11:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,67.7,136.5,71.4,19.0,1.32,40.2,282.0,Very Unhealthy,1,35.6,83.1,8.1
2025-09-27T12:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,66.8,137.3,61.6,19.3,1.18,12.7,278.0,Very Unhealthy,2,23.2,66.7,9.0
2025-09-27T13:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,64.9,128.8,70.1,16.3,1.31,18.2,271.0,Very Unhealthy,2,33.1,74.4,4.3
2025-09-27T14:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,69.6,149.0,60.0,16.0,1.55,25.3,290.0,Very Unhealthy,2,33.2,36.2,2.3
2025-09-27T15:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,67.7,111.7,50.5,19.2,0.36,14.9,282.0,Very Unhealthy,1,28.5,76.3,5.9
2025-09-27T16:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,56.3,148.7,70.6,17.2,0.86,47.5,235.0,Very Unhealthy,1,26.2,79.7,5.0
2025-09-27T17:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,60.2,125.3,70.4,14.4,1.06,33.5,251.0,Very Unhealthy,2,22.1,39.6,4.0
2025-09-27T18:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,67.7,155.0,70.3,21.4,1.04,15.3,282.0,Very Unhealthy,2,20.3,41.3,10.9
2025-09-27T19:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,70.3,131.7,75.8,16.3,1.33,22.5,293.0,Very Unhealthy,1,37.7,42.5,8.0
2025-09-27T20:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,75.3,154.9,83.3,22.5,1.17,33.2,314.0,Hazardous,1,33.0,42.3,3.3
2025-09-27T21:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,57.4,118.9,55.9,11.5,0.9,26.8,239.0,Very Unhealthy,1,25.0,36.7,3.0
2025-09-27T22:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,55.6,100.3,64.6,15.8,0.67,31.8,232.0,Very Unhealthy,1,37.0,41.2,13.7
2025-09-27T23:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,72.9,148.7,64.4,14.6,0.93,39.6,304.0,Hazardous,1,33.7,65.6,8.3
2025-09-28T00:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,63.3,107.9,43.3,15.3,1.14,36.6,264.0,Very Unhealthy,2,22.9,43.0,13.3
2025-09-28T01:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,40.0,66.7,36.6,15.5,1.05,48.5,167.0,Unhealthy,3,24.6,62.1,8.4
2025-09-28T02:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,18.9,63.5,23.7,7.4,0.4,48.5,79.0,Moderate,6,32.5,72.1,7.5
2025-09-28T03:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,21.1,109.6,38.0,14.9,0.1,37.6,110.0,Unhealthy for Sensitive Groups,4,23.7,53.0,7.0
2025-09-28T04:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,33.7,93.0,37.0,14.2,1.09,55.3,141.0,Unhealthy for Sensitive Groups,5,37.4,44.0,13.1
2025-09-28T05:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,44.5,79.0,47.4,1.6,0.94,24.9,186.0,Unhealthy,3,31.0,50.6,7.2
2025-09-28T06:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,64.2,137.2,54.7,21.3,0.74,24.3,268.0,Very Unhealthy,2,19.5,43.5,8.8
2025-09-28T07:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,65.4,165.8,77.1,13.5,0.78,35.4,273.0,Very Unhealthy,2,25.6,65.3,6.6
2025-09-28T08:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,80.8,174.2,86.7,18.7,1.6,50.9,337.0,Hazardous,1,18.7,84.3,3.6
2025-09-28T09:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,61.4,122.6,58.3,14.0,1.43,41.3,256.0,Very Unhealthy,2,37.7,83.3,2.1
2025-09-28T10:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,75.2,148.3,77.8,8.5,1.63,29.6,314.0,Hazardous,1,20.8,36.5,6.0
2025-09-28T11:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,66.7,115.3,59.0,21.5,0.86,35.5,278.0,Very Unhealthy,2,31.2,83.9,6.9
2025-09-28T12:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,51.9,90.1,50.7,13.3,0.75,37.2,216.0,Very Unhealthy,2,31.5,45.8,10.6
2025-09-28T13:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,45.9,120.5,64.7,13.2,0.92,50.6,191.0,Unhealthy,2,20.2,67.5,11.9
2025-09-28T14:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,74.5,139.8,66.3,19.3,0.9,40.7,311.0,Hazardous,1,23.9,67.5,6.3
2025-09-28T15:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,70.6,157.9,69.2,8.8,1.22,56.5,294.0,Very Unhealthy,1,22.5,38.7,9.8
2025-09-28T16:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,52.9,163.1,71.0,14.5,0.16,56.6,220.0,Very Unhealthy,1,34.3,40.4,3.9
2025-09-28T17:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,66.4,122.5,79.9,11.1,1.29,40.0,277.0,Very Unhealthy,1,18.4,44.8,2.1
2025-09-28T18:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,74.5,172.7,79.9,21.7,1.16,16.9,311.0,Hazardous,1,23.1,49.2,6.0
2025-09-28T19:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,62.5,182.6,98.3,23.5,1.06,10.0,260.0,Very Unhealthy,1,28.4,41.2,13.2
2025-09-28T20:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,69.4,149.5,74.9,21.1,1.1,35.1,289.0,Very Unhealthy,2,34.1,62.5,2.6
2025-09-28T21:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,60.2,135.8,62.7,15.4,0.69,27.4,251.0,Very Unhealthy,2,21.5,53.0,13.8
2025-09-28T22:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,45.8,139.9,74.1,13.4,1.07,41.6,191.0,Unhealthy,2,19.9,66.2,7.9
2025-09-28T23:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,63.2,114.4,58.4,16.4,1.25,50.7,263.0,Very Unhealthy,2,30.8,47.8,10.2
2025-09-29T00:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,36.0,77.0,56.0,13.2,0.1,22.1,150.0,Unhealthy,2,31.8,84.6,3.7
2025-09-29T01:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,46.9,113.7,40.5,10.1,0.45,31.3,196.0,Unhealthy,2,24.9,65.9,7.8
2025-09-29T02:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,50.3,123.2,47.8,16.9,1.35,44.1,210.0,Very Unhealthy,2,24.5,51.7,10.7
2025-09-29T03:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,65.6,156.2,59.9,20.4,0.92,27.3,274.0,Very Unhealthy,2,37.2,66.7,11.8
2025-09-29T04:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,27.0,64.7,26.2,9.5,0.42,48.8,112.0,Unhealthy for Sensitive Groups,5,28.4,66.2,3.2
2025-09-29T05:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,55.3,114.6,62.7,16.9,0.59,22.8,231.0,Very Unhealthy,1,24.9,47.0,8.6
2025-09-29T06:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,81.0,169.8,86.5,24.7,0.61,37.7,338.0,Hazardous,1,28.0,54.9,9.0
2025-09-29T07:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,99.3,237.1,95.4,26.1,1.63,13.4,414.0,Hazardous,1,24.5,36.1,4.0
2025-09-29T08:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,81.8,183.4,86.5,23.1,0.64,22.6,341.0,Hazardous,1,30.1,42.0,13.7
2025-09-29T09:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,97.9,204.0,104.5,27.7,1.43,10.0,408.0,Hazardous,1,28.1,46.6,3.0
2025-09-29T10:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,80.1,153.7,87.9,18.8,0.69,38.7,334.0,Hazardous,1,25.7,63.2,4.5
2025-09-29T11:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,78.3,132.5,53.4,18.7,0.57,30.1,326.0,Hazardous,1,19.5,74.1,5.5
2025-09-29T12:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,70.3,154.8,54.2,17.7,0.71,26.1,293.0,Very Unhealthy,1,30.5,61.4,7.5
2025-09-29T13:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,58.3,144.0,58.9,12.0,1.27,30.5,243.0,Very Unhealthy,1,25.7,83.2,5.2
2025-09-29T14:20:14.411956,Delhi - Anand Vihar,Industrial,28.6469,77.3154,73.4,123.6,77.1,17.9,1.05,21.7,306.0,Hazardous,1,24.5,76.7,10.2
